,講義コード,講義名,担当者名
131,522009,物理化学２,小田 彰史|丹羽 敏幸
132,522010,物理化学２,小田 彰史|丹羽 敏幸
133,522011,薬用植物と生薬,能勢 充彦
134,522012,薬用植物と生薬,能勢 充彦
135,522013,臨床心理・倫理学,亀井 浩行|飯田 耕太郎
136,522014,臨床心理・倫理学,亀井 浩行|飯田 耕太郎
137,522015,生化学３,山田 修平
138,522016,生化学３,山田 修平
139,522017,有機薬化学１,森 裕二
140,522018,有機薬化学１,原 脩
141,522019,有機薬化学１,森 裕二
142,522020,有機薬化学１,原 脩
143,522021,微生物学,打矢 惠一
144,522022,微生物学,打矢 惠一
145,522023,医薬資源化学,能勢 充彦|日坂 真輔
146,522024,医薬資源化学,能勢 充彦|日坂 真輔
147,522025,機能形態学３,根岸 隆之
148,522026,機能形態学３,根岸 隆之
149,522027,分子生物学１,村田 富保|橋本 和宜
150,522028,分子生物学１,村田 富保|橋本 和宜
151,522029,社会保障と医療経済,米本 倉基
152,522030,分析系基礎実習（分析化学）,植田 康次|村田 富保
153,522031,分析系基礎実習（生化学）,植田 康次|山田 修平|豊田 行康|水本 秀二
154,522032,化学系基礎実習（有機化学１）,武永 尚子|井藤 千裕|髙谷 芳明
155,522033,化学系基礎実習（有機化学２）,武永 尚子|原 脩|西川 泰弘|吉田 圭佑
156,522034,機能形態学２演習,都築 孝允|根岸 隆之
157,522035,生化学１演習,豊田 行康
158,522036,生化学２演習,水本 秀二
159,522037,基礎有機化学演習,森 裕二
160,522038,基礎有機化学演習,原 脩
161,522039,物理化学１演習,栗本 英治
162,522040,応用演習２（生化学１/２）,水本 秀二|豊田 行康
163,522041,応用演習１（機能形態学１/２）,湯川 和典|根岸 隆之|都築 孝允
164,522042,健康・スポーツ科学４,梅田 孝|金子 美由紀
165,522501,薬の作用,平松 正行
166,522502,薬の作用,平松 正行
167,522503,分子生物学２,村田 富保
168,522504,分子生物学２,村田 富保
169,522505,薬局方試験法,武田 直仁
170,522506,有機薬化学２,北垣 伸治|吉田 圭佑
171,522507,有機薬化学２,吉田 圭佑|北垣 伸治
172,522508,有機薬化学２,北垣 伸治|吉田 圭佑
173,522509,有機薬化学２,吉田 圭佑|北垣 伸治
174,522510,製剤学１,丹羽 敏幸
175,522511,製剤学１,丹羽 敏幸
176,522514,身体変化のメカニズム,早川 伸樹|脇田 康志
177,522515,身体変化のメカニズム,早川 伸樹|脇田 康志
178,522516,薬物動態学１,加藤 美紀
179,522517,薬物動態学１,加藤 美紀
180,522518,環境科学,今西 進
181,522519,環境科学,今西 進
182,522520,異常値のメカニズム,柳澤 聖
183,522521,異常値のメカニズム,柳澤 聖
184,522522,構造解析学,井藤 千裕
185,522523,構造解析学,井藤 千裕
186,522524,生物系基礎実習（生理学）,湯川 和典|根岸 隆之|都築 孝允
187,522525,生物系基礎実習（微生物学）,打矢 惠一|輪島 丈明|植田 康次
188,522526,化学系応用実習（有機化学３）,武永 尚子|北垣 伸治|森 裕二|坂井 健男
189,522527,化学系応用実習（天然物化学・生薬）,武永 尚子|能勢 充彦|日坂 真輔
190,522528,物理化学２演習,小田 彰史|丹羽 敏幸
191,522529,医薬資源化学演習,日坂 真輔
192,522530,薬用植物と生薬演習,能勢 充彦
193,522531,有機薬化学１演習,森 裕二
194,522532,有機薬化学１演習,原 脩
195,522533,分析化学演習,村田 富保
196,522534,分子生物学１演習,村田 富保|橋本 和宜
197,522535,生化学３演習,山田 修平
198,522536,機能形態学３演習,根岸 隆之
199,522537,微生物学演習,打矢 惠一
200,522538,社会保障と医療経済演習,米本 倉基
201,522539,薬学英語１演習,REBUCK MARK SIMEON|根岸 隆之
202,522540,応用演習３（物理化学１/２）,小田 彰史|栗本 英治
203,522541,応用演習５（医薬資源化学/薬用植物と生薬）,能勢 充彦|日坂 真輔
204,522542,応用演習６（基礎有機化学/有機薬化学１）,武永 尚子
205,522543,応用演習８（生化学３）,山田 修平
206,522544,応用演習４（分析化学）,村田 富保
207,522545,応用演習７（機能形態学３）,根岸 隆之
208,523003,公衆衛生学,岡本 誉士典
209,523004,公衆衛生学,岡本 誉士典
210,523005,薬物動態学２,灘井 雅行
211,523006,薬剤学,灘井 雅行|榊原 有季子
212,523007,薬理・病態２,脇田 康志|早川 伸樹
213,523008,薬理・病態２,脇田 康志|早川 伸樹
214,523009,感染予防学,小森 由美子
215,523010,感染予防学,小森 由美子
216,523011,有機薬化学３,北垣 伸治|西川 泰弘
217,523012,有機薬化学３,西川 泰弘|北垣 伸治
218,523013,有機薬化学３,北垣 伸治|西川 泰弘
219,523014,有機薬化学３,西川 泰弘|北垣 伸治
220,523015,製剤学２,岡本 浩一
221,523016,製剤学２,岡本 浩一
222,523017,衛生化学１,神野 透人|青木 明
223,523018,衛生化学１,神野 透人|青木 明
224,523019,医療法規,大津 史子|田辺 公一
225,523020,医療法規,大津 史子|田辺 公一
226,523021,物理系基礎実習（物理化学）,武田 直仁|岡本 浩一|小田 彰史|奥田 知将
227,523022,物理系基礎実習（製剤）,武田 直仁|丹羽 敏幸|栗本 英治
228,523024,生物系応用実習（薬理２）,永松 正|柳澤 聖|小島 良二|近藤 梨沙
229,523025,薬物動態学１演習,加藤 美紀
230,523026,薬の作用演習,平松 正行
231,523027,免疫学演習,打矢 惠一
232,523028,分子生物学２演習,村田 富保
233,523029,異常値のメカニズム演習,柳澤 聖
234,523030,身体変化のメカニズム演習,早川 伸樹|脇田 康志
235,523031,環境科学演習,今西 進
236,523032,構造解析学演習,井藤 千裕
237,523033,有機薬化学２演習,北垣 伸治
238,523034,有機薬化学２演習,吉田 圭佑
239,523035,薬局方試験法演習,武田 直仁
240,523036,製剤学１演習,丹羽 敏幸
241,523037,応用演習１０（分子生物学１/２）,村田 富保
242,523038,応用演習１２（異常値/身体変化のメカニズム）,柳澤 聖|早川 伸樹|脇田 康志
243,523039,応用演習１１（微生物学/免疫学）,打矢 惠一
244,523040,応用演習９（薬局方試験法/構造解析学）,武田 直仁|井藤 千裕
245,523041,運動療法,梅田 孝|金子 美由紀
246,523503,薬理・病態３,間宮 隆吉
247,523504,薬理・病態３,間宮 隆吉
248,523505,衛生化学２,神野 透人
249,523506,衛生化学２,神野 透人
250,523507,生物有機化学,坂井 健男
251,523508,生物有機化学,坂井 健男
252,523509,薬理・病態４,永松 正
253,523510,薬理・病態４,永松 正
254,523511,薬学英語２,REBUCK MARK SIMEON
255,523512,薬学英語２,奥田 知将
256,523513,薬学英語２,REBUCK MARK SIMEON
257,523514,薬学英語２,奥田 知将
258,523515,医薬品情報学,大津 史子
259,523516,医薬品情報学,大津 史子
260,523517,薬理・病態５,小島 良二
261,523518,薬理・病態５,小島 良二
262,523519,臨床コミュニケーション,半谷 眞七子
263,523520,臨床コミュニケーション,半谷 眞七子
264,523521,栄養学,豊田 行康
265,523522,栄養学,豊田 行康
266,523523,製剤設計学,岡本 浩一|奥田 知将
267,523524,物理系応用実習（薬剤）,灘井 雅行|加藤 美紀|榊原 有季子
268,523525,物理系応用実習（医薬品情報）,武田 直仁|大津 史子|田辺 公一|酒井 隆全
269,523526,分析系応用実習（環境科学）,植田 康次|今西 進|武田 直仁
270,523527,分析系応用実習（衛生化学）,神野 透人|岡本 誉士典|青木 明
271,523528,薬理・病態２演習,脇田 康志|早川 伸樹
272,523529,公衆衛生学演習,岡本 誉士典
273,523530,薬理・病態１演習,衣斐 大祐
274,523531,感染予防学演習,小森 由美子
275,523532,医療法規演習,大津 史子|田辺 公一
276,523533,衛生化学１演習,青木 明
277,523534,製剤学２演習,岡本 浩一
278,523535,薬物動態学２演習,灘井 雅行
279,523536,薬剤学演習,灘井 雅行|榊原 有季子
280,523537,有機薬化学３演習,北垣 伸治
281,523538,有機薬化学３演習,西川 泰弘
282,523539,応用演習１４（環境科学/公衆衛生学）,今西 進|岡本 誉士典
283,523540,応用演習１５（薬の作用/薬理・病態１）,平松 正行|衣斐 大祐
284,523541,応用演習１７（製剤学１/２）,丹羽 敏幸|岡本 浩一
285,523542,応用演習１６（薬物動態学１/２）,灘井 雅行|加藤 美紀
286,523543,応用演習１３（有機薬化学２/３）,吉田 圭佑
287,524001,薬物治療マネジメント,永松 正|大津 史子|岡本 浩一|亀井 浩行|黒野 俊介|築山 郁人|灘井 雅行|野田 幸裕|長谷川 洋一|早川 伸樹|原 脩|平松 正行|松本 修一|脇田 康志|伊東 亜紀雄|衣斐 大祐|牛田 誠|加藤 美紀|小森 由美子|髙谷 芳明|田辺 公一|半谷 眞七子|酒井 隆全|福井 愛子|吉見 陽
288,524002,薬物投与設計,灘井 雅行
289,524003,和漢医薬学,能勢 充彦
290,524004,放射科学,田口 忠緒
291,524005,薬学英語２演習,REBUCK MARK SIMEON|奥田 知将
292,524006,生物有機化学演習,坂井 健男
293,524007,衛生化学２演習,神野 透人
294,524008,薬理・病態３演習,間宮 隆吉
295,524009,薬理・病態４演習,永松 正
296,524010,薬理・病態５演習,小島 良二
297,524011,薬理・病態６演習,小森 由美子
298,524012,医薬品情報学演習,大津 史子
299,524013,製剤設計学演習,岡本 浩一|奥田 知将
300,524014,応用演習１８（生物有機化学/製剤設計学）,岡本 浩一|奥田 知将|坂井 健男
301,524015,応用演習１９（衛生化学１/２）,神野 透人|青木 明
302,524016,応用演習２０（薬理・病態４/感染予防学）,永松 正|小森 由美子
303,524017,応用演習２１（薬剤学/医薬品情報学）,灘井 雅行|大津 史子
304,524018,応用演習２２（薬理・病態２/３）,脇田 康志|早川 伸樹|間宮 隆吉
305,524019,応用演習２３（薬理・病態５/６）,小島 良二|小森 由美子
306,524020,化学療法・緩和医療,柳澤 聖
307,524501,実務実習事前講義･演習（グループ1）,黒野 俊介|亀井 浩行|築山 郁人|野田 幸裕|長谷川 洋一|早川 伸樹|松本 修一|脇田 康志|伊東 亜紀雄|牛田 誠|半谷 眞七子|福井 愛子|守屋 友加|吉見 陽
308,524502,基礎薬学総論（グループ1）,能勢 充彦
309,524503,基礎薬学総論（グループ2）,能勢 充彦
310,524504,セルフメディケーション・医療統計,田辺 公一|牛田 誠
311,524505,薬学卒業研究基礎（医薬品情報学）,大津 史子|田辺 公一|酒井 隆全
312,524506,薬学卒業研究基礎（衛生化学）,神野 透人|岡本 誉士典|青木 明
313,524507,薬学卒業研究基礎（環境科学）,今西 進
314,524508,薬学卒業研究基礎（機能分子化学）,原 脩|西川 泰弘
315,524509,薬学卒業研究基礎（生薬学）,能勢 充彦|日坂 真輔
316,524510,薬学卒業研究基礎（製剤学）,丹羽 敏幸
317,524511,薬学卒業研究基礎（分子生物学）,村田 富保|橋本 和宜
318,524512,薬学卒業研究基礎（生物物理化学）,小田 彰史|栗本 英治
319,524513,薬学卒業研究基礎（生理学）,湯川 和典|根岸 隆之|都築 孝允
320,524514,薬学卒業研究基礎（天然物化学）,井藤 千裕|髙谷 芳明
321,524515,薬学卒業研究基礎（微生物学）,打矢 惠一|輪島 丈明
322,524516,薬学卒業研究基礎（病院薬学）,亀井 浩行|半谷 眞七子
323,524517,薬学卒業研究基礎（病態解析学Ⅰ）,野田 幸裕|吉見 陽
324,524518,薬学卒業研究基礎（病態解析学Ⅱ）,築山 郁人
325,524519,薬学卒業研究基礎（病態生化学）,山田 修平|豊田 行康|水本 秀二
326,524520,薬学卒業研究基礎（分子設計化学）,森 裕二|坂井 健男
327,524521,薬学卒業研究基礎（薬剤学）,灘井 雅行|加藤 美紀|榊原 有季子
328,524522,薬学卒業研究基礎（薬品作用学）,平松 正行|衣斐 大祐|間宮 隆吉
329,524523,薬学卒業研究基礎（薬物動態制御学）,岡本 浩一|奥田 知将
330,524524,薬学卒業研究基礎（薬化学）,北垣 伸治|吉田 圭佑
331,524525,薬学卒業研究基礎（薬効解析学）,永松 正|小島 良二
332,524526,薬学卒業研究基礎（実践薬学Ⅰ）,長谷川 洋一|黒野 俊介|松本 修一|伊東 亜紀雄|守屋 友加
333,524527,薬学卒業研究基礎（臨床薬物治療学Ⅰ）,早川 伸樹
334,524528,薬学卒業研究基礎（臨床薬物治療学Ⅱ）,脇田 康志
335,524529,薬学卒業研究基礎（薬学教育開発センター）,田口 忠緒|飯田 耕太郎|小森 由美子|武田 直仁|植田 康次|武永 尚子
336,524530,薬学卒業研究基礎（健康・スポーツ科学）,梅田 孝
337,524531,薬学卒業研究基礎（実践薬学Ⅱ）,牛田 誠
338,524532,薬学卒業研究基礎（腫瘍分子医学）,柳澤 聖|近藤 梨沙
339,524533,実務実習事前講義･演習（グループ2）,黒野 俊介|亀井 浩行|築山 郁人|野田 幸裕|長谷川 洋一|早川 伸樹|松本 修一|脇田 康志|伊東 亜紀雄|牛田 誠|半谷 眞七子|福井 愛子|守屋 友加|吉見 陽
340,525001,医療を知る,亀井 浩行|野田 幸裕|半谷 眞七子
341,525002,多職種連携,亀井 浩行|野田 幸裕|半谷 眞七子|吉見 陽
342,525003,臨床栄養療法学,田辺 公一
343,525004,セルフケア・介護,牛田 誠|早川 伸樹
344,525005,救命救急･院内感染予防,打矢 惠一
345,525006,医薬品開発論,丹羽 敏幸
346,525007,エクスターンシップ,能勢 充彦
347,525009,病院実務実習,伊東 亜紀雄
348,525010,病院実務実習,伊東 亜紀雄
349,525011,病院実務実習,伊東 亜紀雄
350,525012,薬局実務実習,松本 修一
351,525013,薬局実務実習,松本 修一
352,525014,薬局実務実習,松本 修一
353,525016,発展キャリア形成３（生物系）①,山田 修平|豊田 行康|水本 秀二
354,525017,発展キャリア形成４（衛生系）①,神野 透人|岡本 誉士典|青木 明
355,525018,発展キャリア形成５（薬理病態系）①,平松 正行|衣斐 大祐|間宮 隆吉
356,525019,発展キャリア形成７（ﾌﾟﾛﾌｪｯｼｮﾅﾘｽﾞﾑ）①,長谷川 洋一|黒野 俊介|松本 修一|伊東 亜紀雄|守屋 友加
357,525020,発展キャリア形成７（ﾌﾟﾛﾌｪｯｼｮﾅﾘｽﾞﾑ）②,亀井 浩行|半谷 眞七子
358,525021,発展キャリア形成７（ﾌﾟﾛﾌｪｯｼｮﾅﾘｽﾞﾑ）③,田口 忠緒|飯田 耕太郎|小森 由美子|武田 直仁|植田 康次|武永 尚子
359,525022,発展キャリア形成１（物理･分析系）①,小田 彰史|栗本 英治
360,525023,発展キャリア形成２（化学系）①,原 脩|西川 泰弘
361,525024,発展キャリア形成６（薬剤製剤系）①,灘井 雅行|加藤 美紀|榊原 有季子
362,525025,発展キャリア形成６（薬剤製剤系）②,丹羽 敏幸
363,525027,薬学卒業研究１（医薬品情報学）,大津 史子|田辺 公一|酒井 隆全
364,525028,薬学卒業研究１（衛生化学）,神野 透人|岡本 誉士典|青木 明
365,525029,薬学卒業研究１（環境科学）,今西 進
366,525030,薬学卒業研究１（機能分子化学）,原 脩|西川 泰弘
367,525031,薬学卒業研究１（生薬学）,能勢 充彦|日坂 真輔
368,525032,薬学卒業研究１（製剤学）,丹羽 敏幸
369,525033,薬学卒業研究１（分子生物学）,村田 富保|橋本 和宜
370,525034,薬学卒業研究１（生物物理化学）,小田 彰史|栗本 英治
371,525035,薬学卒業研究１（生理学）,湯川 和典|根岸 隆之|都築 孝允
372,525036,薬学卒業研究１（天然物化学）,井藤 千裕|髙谷 芳明
373,525037,薬学卒業研究１（微生物学）,打矢 惠一|輪島 丈明
374,525038,薬学卒業研究１（病院薬学）,亀井 浩行|半谷 眞七子
375,525039,薬学卒業研究１（病態解析学Ⅰ）,野田 幸裕|吉見 陽
376,525040,薬学卒業研究１（病態解析学Ⅱ）,築山 郁人
377,525041,薬学卒業研究１（病態生化学）,山田 修平|豊田 行康|水本 秀二
378,525042,薬学卒業研究１（分子設計化学）,森 裕二|坂井 健男
379,525043,薬学卒業研究１（薬剤学）,灘井 雅行|加藤 美紀|榊原 有季子
380,525044,薬学卒業研究１（薬品作用学）,平松 正行|衣斐 大祐|間宮 隆吉
381,525045,薬学卒業研究１（薬物動態制御学）,岡本 浩一|奥田 知将
382,525046,薬学卒業研究１（薬化学）,北垣 伸治|吉田 圭佑
383,525047,薬学卒業研究１（薬効解析学）,永松 正|小島 良二
384,525048,薬学卒業研究１（臨床薬物治療学Ⅰ）,早川 伸樹
385,525049,薬学卒業研究１（臨床薬物治療学Ⅱ）,脇田 康志
386,525050,薬学卒業研究１（実践薬学Ⅰ）,長谷川 洋一|黒野 俊介|松本 修一|伊東 亜紀雄|守屋 友加
387,525051,薬学卒業研究１（薬学教育開発センター）,田口 忠緒|飯田 耕太郎|小森 由美子|武田 直仁|植田 康次|武永 尚子
388,525052,薬学卒業研究１（健康・スポーツ科学）,梅田 孝
389,525053,薬学卒業研究１（実践薬学Ⅱ）,牛田 誠
390,525054,薬学卒業演習１,飯田 耕太郎
391,525055,薬学卒業応用演習１（医薬品情報学）,大津 史子|田辺 公一|酒井 隆全
392,525056,薬学卒業応用演習１（衛生化学）,神野 透人|岡本 誉士典|青木 明
393,525057,薬学卒業応用演習１（環境科学）,今西 進
394,525058,薬学卒業応用演習１（機能分子化学）,原 脩|西川 泰弘
395,525059,薬学卒業応用演習１（生薬学）,能勢 充彦|日坂 真輔
396,525060,薬学卒業応用演習１（製剤学）,丹羽 敏幸
397,525061,薬学卒業応用演習１（分子生物学）,村田 富保|橋本 和宜
398,525062,薬学卒業応用演習１（生物物理化学）,小田 彰史|栗本 英治
399,525063,薬学卒業応用演習１（生理学）,湯川 和典|根岸 隆之|都築 孝允
400,525064,薬学卒業応用演習１（天然物化学）,井藤 千裕|髙谷 芳明
401,525065,薬学卒業応用演習１（微生物学）,打矢 惠一|輪島 丈明
402,525066,薬学卒業応用演習１（病院薬学）,亀井 浩行|半谷 眞七子
403,525067,薬学卒業応用演習１（病態解析学Ⅰ）,野田 幸裕|吉見 陽
404,525068,薬学卒業応用演習１（病態解析学Ⅱ）,築山 郁人
405,525069,薬学卒業応用演習１（病態生化学）,山田 修平|豊田 行康|水本 秀二
406,525070,薬学卒業応用演習１（分子設計化学）,森 裕二|坂井 健男
407,525071,薬学卒業応用演習１（薬剤学）,灘井 雅行|加藤 美紀|榊原 有季子
408,525072,薬学卒業応用演習１（薬品作用学）,平松 正行|衣斐 大祐|間宮 隆吉
409,525073,薬学卒業応用演習１（薬物動態制御学）,岡本 浩一|奥田 知将
410,525074,薬学卒業応用演習１（薬化学）,北垣 伸治|吉田 圭佑
411,525075,薬学卒業応用演習１（薬効解析学）,永松 正|小島 良二
412,525076,薬学卒業応用演習１（臨床薬物治療学Ⅰ）,早川 伸樹
413,525077,薬学卒業応用演習１（臨床薬物治療学Ⅱ）,脇田 康志
414,525078,薬学卒業応用演習１（実践薬学Ⅰ）,長谷川 洋一|黒野 俊介|松本 修一|伊東 亜紀雄|守屋 友加
415,525079,薬学卒業応用演習１（薬学教育開発センター）,田口 忠緒|飯田 耕太郎|小森 由美子|武田 直仁|植田 康次|武永 尚子
416,525080,薬学卒業応用演習１（健康・スポーツ科学）,梅田 孝
417,525081,薬学卒業応用演習１（実践薬学Ⅱ）,牛田 誠
418,525082,薬学卒業応用演習１（腫瘍分子医学）,柳澤 聖|近藤 梨沙
419,525083,薬学卒業研究１（腫瘍分子医学）,柳澤 聖|近藤 梨沙
420,526001,薬学卒業研究２（医薬品情報学）,大津 史子|田辺 公一|酒井 隆全
421,526002,薬学卒業研究２（衛生化学）,神野 透人|岡本 誉士典|青木 明
422,526003,薬学卒業研究２（環境科学）,今西 進
423,526004,薬学卒業研究２（機能分子化学）,原 脩|西川 泰弘
424,526005,薬学卒業研究２（生薬学）,能勢 充彦|日坂 真輔
425,526006,薬学卒業研究２（製剤学）,丹羽 敏幸
426,526007,薬学卒業研究２（分子生物学）,村田 富保|橋本 和宜
